ts_iso,price
2025-12-27T10:06:00+00:00,99013.53
2025-12-27T10:06:05+00:00,99102.64
2025-12-27T10:06:10+00:00,99191.83
2025-12-27T10:06:15+00:00,99281.11
2025-12-27T10:06:20+00:00,99370.46
2025-12-27T10:06:25+00:00,99459.89
2025-12-27T10:06:30+00:00,99549.41
2025-12-27T10:06:35+00:00,99639.00
2025-12-27T10:06:40+00:00,99728.68
2025-12-27T10:06:45+00:00,99818.43
2025-12-27T10:06:50+00:00,99908.27
2025-12-27T10:06:55+00:00,99998.19
2025-12-27T10:07:00+00:00,100088.19
2025-12-27T10:07:05+00:00,100178.26
2025-12-27T10:07:10+00:00,100268.43
2025-12-27T10:07:15+00:00,100358.67
2025-12-27T10:07:20+00:00,100448.99
2025-12-27T10:07:25+00:00,100539.39
2025-12-27T10:07:30+00:00,100529.92
2025-12-27T10:07:35+00:00,100515.03
2025-12-27T10:07:40+00:00,100532.86
2025-12-27T10:07:45+00:00,100551.86
2025-12-27T10:07:50+00:00,100542.30
2025-12-27T10:07:55+00:00,100524.25
2025-12-27T10:08:00+00:00,100508.62
2025-12-27T10:08:05+00:00,100501.05
2025-12-27T10:08:10+00:00,100495.65
2025-12-27T10:08:15+00:00,100500.17
2025-12-27T10:08:20+00:00,100481.54
2025-12-27T10:08:25+00:00,100488.41
2025-12-27T10:08:30+00:00,100485.94
2025-12-27T10:08:35+00:00,100479.07
2025-12-27T10:08:40+00:00,100466.26
2025-12-27T10:08:45+00:00,100455.30
2025-12-27T10:08:50+00:00,100453.34
2025-12-27T10:08:55+00:00,100448.16
2025-12-27T10:09:00+00:00,100439.51
2025-12-27T10:09:05+00:00,100451.90
2025-12-27T10:09:10+00:00,100432.43
2025-12-27T10:09:15+00:00,100436.12
2025-12-27T10:09:20+00:00,100426.78
2025-12-27T10:09:25+00:00,100416.31
2025-12-27T10:09:30+00:00,100435.16
2025-12-27T10:09:35+00:00,100426.76
2025-12-27T10:09:40+00:00,100446.58
2025-12-27T10:09:45+00:00,100459.17
2025-12-27T10:09:50+00:00,100470.55
2025-12-27T10:09:55+00:00,100490.63
2025-12-27T10:10:00+00:00,100480.95
2025-12-27T10:10:05+00:00,100498.57
2025-12-27T10:10:10+00:00,100494.78
2025-12-27T10:10:15+00:00,100482.86
2025-12-27T10:10:20+00:00,100472.34
2025-12-27T10:10:25+00:00,100472.84
2025-12-27T10:10:30+00:00,100470.03
2025-12-27T10:10:35+00:00,100480.13
2025-12-27T10:10:40+00:00,100470.06
2025-12-27T10:10:45+00:00,100463.77
2025-12-27T10:10:50+00:00,100470.38
2025-12-27T10:10:55+00:00,100470.28
2025-12-27T10:11:00+00:00,100474.01
2025-12-27T10:11:05+00:00,100458.38
2025-12-27T10:11:10+00:00,100458.97
2025-12-27T10:11:15+00:00,100442.43
2025-12-27T10:11:20+00:00,100436.26
2025-12-27T10:11:25+00:00,100432.14
2025-12-27T10:11:30+00:00,100435.40
2025-12-27T10:11:35+00:00,100432.67
2025-12-27T10:11:40+00:00,100448.49
2025-12-27T10:11:45+00:00,100437.45
2025-12-27T10:11:50+00:00,100450.64
2025-12-27T10:11:55+00:00,100446.13
2025-12-27T10:12:00+00:00,100447.08
2025-12-27T10:12:05+00:00,100462.48
2025-12-27T10:12:10+00:00,100448.37
2025-12-27T10:12:15+00:00,100435.75
2025-12-27T10:12:20+00:00,100422.46
2025-12-27T10:12:25+00:00,100422.52
2025-12-27T10:12:30+00:00,100406.75
2025-12-27T10:12:35+00:00,100392.41
2025-12-27T10:12:40+00:00,100411.42
2025-12-27T10:12:45+00:00,100398.27
2025-12-27T10:12:50+00:00,100409.23
2025-12-27T10:12:55+00:00,100402.42
2025-12-27T10:13:00+00:00,100391.36
2025-12-27T10:13:05+00:00,100376.31
2025-12-27T10:13:10+00:00,100365.88
2025-12-27T10:13:15+00:00,100382.50
2025-12-27T10:13:20+00:00,100364.79
2025-12-27T10:13:25+00:00,100381.75
2025-12-27T10:13:30+00:00,100387.42
2025-12-27T10:13:35+00:00,100375.07
2025-12-27T10:13:40+00:00,100374.82
2025-12-27T10:13:45+00:00,100392.16
2025-12-27T10:13:50+00:00,100393.36
2025-12-27T10:13:55+00:00,100396.61
2025-12-27T10:14:00+00:00,100387.69
2025-12-27T10:14:05+00:00,100404.13
2025-12-27T10:14:10+00:00,100417.56
2025-12-27T10:14:15+00:00,100415.97
2025-12-27T10:14:20+00:00,100396.24
2025-12-27T10:14:25+00:00,100392.78
2025-12-27T10:14:30+00:00,100395.02
2025-12-27T10:14:35+00:00,100402.19
2025-12-27T10:14:40+00:00,100397.88
2025-12-27T10:14:45+00:00,100416.73
2025-12-27T10:14:50+00:00,100403.00
2025-12-27T10:14:55+00:00,100402.73
2025-12-27T10:15:00+00:00,100403.04
2025-12-27T10:15:05+00:00,100397.90
2025-12-27T10:15:10+00:00,100387.11
2025-12-27T10:15:15+00:00,100367.21
2025-12-27T10:15:20+00:00,100375.21
2025-12-27T10:15:25+00:00,100360.26
2025-12-27T10:15:30+00:00,100380.11
2025-12-27T10:15:35+00:00,100391.57
2025-12-27T10:15:40+00:00,100397.85
2025-12-27T10:15:45+00:00,100417.08
2025-12-27T10:15:50+00:00,100416.63
2025-12-27T10:15:55+00:00,100429.83
2025-12-27T10:16:00+00:00,100443.56
2025-12-27T10:16:05+00:00,100455.74
2025-12-27T10:16:10+00:00,100449.35
2025-12-27T10:16:15+00:00,100437.66
2025-12-27T10:16:20+00:00,100429.78
2025-12-27T10:16:25+00:00,100423.60
2025-12-27T10:16:30+00:00,100424.55
2025-12-27T10:16:35+00:00,100408.40
2025-12-27T10:16:40+00:00,100408.24
2025-12-27T10:16:45+00:00,100428.13
2025-12-27T10:16:50+00:00,100417.97
2025-12-27T10:16:55+00:00,100425.95
2025-12-27T10:17:00+00:00,100435.26
2025-12-27T10:17:05+00:00,100438.65
2025-12-27T10:17:10+00:00,100428.34
2025-12-27T10:17:15+00:00,100424.91
2025-12-27T10:17:20+00:00,100431.72
2025-12-27T10:17:25+00:00,100420.37
2025-12-27T10:17:30+00:00,100434.67
2025-12-27T10:17:35+00:00,100428.57
2025-12-27T10:17:40+00:00,100423.17
2025-12-27T10:17:45+00:00,100433.46
2025-12-27T10:17:50+00:00,100421.21
2025-12-27T10:17:55+00:00,100412.93
2025-12-27T10:18:00+00:00,100394.59
2025-12-27T10:18:05+00:00,100406.47
2025-12-27T10:18:10+00:00,100409.34
2025-12-27T10:18:15+00:00,100405.33
2025-12-27T10:18:20+00:00,100414.64
2025-12-27T10:18:25+00:00,100416.13
2025-12-27T10:18:30+00:00,100423.57
2025-12-27T10:18:35+00:00,100429.42
2025-12-27T10:18:40+00:00,100415.24
2025-12-27T10:18:45+00:00,100409.26
2025-12-27T10:18:50+00:00,100404.44
2025-12-27T10:18:55+00:00,100387.08
2025-12-27T10:19:00+00:00,100389.30
2025-12-27T10:19:05+00:00,100375.13
2025-12-27T10:19:10+00:00,100387.69
2025-12-27T10:19:15+00:00,100377.13
2025-12-27T10:19:20+00:00,100377.59
2025-12-27T10:19:25+00:00,100368.67
2025-12-27T10:19:30+00:00,100367.58
2025-12-27T10:19:35+00:00,100362.68
2025-12-27T10:19:40+00:00,100374.96
2025-12-27T10:19:45+00:00,100389.32
2025-12-27T10:19:50+00:00,100402.53
2025-12-27T10:19:55+00:00,100393.58
